000	狗仔
001	扭扭蛇
002	團結筷子幫
003	河馬將
004	豬野郎
005	企鵝大哥
006	大猩猩
007	咩咩
008	斑海豹桑
009	澎湃
010	袋拳
011	一角君
012	熊熊老師
013	鱷魚宅宅
014	臭老兔
015	松鼠阿嘎
016	黑熊
017	赤面歌王
018	臉君
019	
020	
021	看板小妹
022	蛾蛾蛾蛾
023	惡之帝王貓彈
024	噴噴老師
025	
026	
027	
028	
029	
030	
031	師匠
032	鴕鳥愛美惠
033	破壞一族
034	無尾熊球
035	駝背
036	鴨子倫倫
037	眉毛鳥
038	獅豬
039	樹懶賴
040	粥董
041	拉腸狗
042	貴賓
043	鬣狼
044	瀟灑哥
045	狼與少女
046	殺意狗
047	鋼鐵河馬將
048	伊麗莎白2世
049	赤井噴太郎
050	黑色噴噴
051	黑猩猩
052	影子拳擊手
053	黑澤導演
054	超級鋼鐵河馬將
055	
056	鋼鐵犀一角
057	鋼鐵熊
058	鋼鐵臉君
059	鋼鐵斑海豹桑
060	
061	
062	企課長
063	
064	赤色旋風
065	河馬開口獅
066	福神
067	熊熊敢死隊
068	
069	白色旋風
070	黑色旋風
071	鋼鐵旋風
072	
073	
074	
075	
076	
077	
078	
079	
080	
081	
082	
083	
084	高校教師
085	武者狗仔
086	
087	大猩猩女婿
088	
089	
090	
091	
092	
093	
094	
095	
096	
097	
098	
099	陽傘貴賓
100	比基尼熊熊
101	閻魔王
102	奔跑君
103	幽靈特攻隊 1
104	幽靈特攻隊 2
105	幽靈特攻隊 3
106	
107	
108	戰鬥肌熊
109	企仙人
110	拉腸狗老師
111	豬狗仔
112	天使旋風
113	河馬將天使
114	加百列天使
115	落猩天使
116	天使愛好家
117	壁犬
118	紅髮扭扭蛇
119	生化魚鈴木
120	
121	
122	
123	背負・和平・鴿
124	黑色破壞一族
125	天使斯雷普尼爾
126	
127	
128	
129	
130	
131	
132	
133	
134	
135	
136	
137	
138	
139	
140	
141	
142	
143	
144	
145	
146	浪子漢
147	鋼鐵狗仔
148	小戰士貓彈
149	松黑藏
150	
151	
152	歌后曼波魚A．Y．U
153	
154	
155	
156	快閃無尾熊
157	
158	
159	
160	天使小雞
161	
162	
163	
164	
165	
166	
167	汪仔星人
168	鱷星宅宅
169	河馬星人
170	斑海星人
171	蛾星女神
172	眼猴星人
173	寄居星人
174	臉星人
175	熊星人
176	破壞生物異星海蝶
177	豬大哥
178	伊麗莎白56世
179	異星旋風
180	銀河貓彈
181	反叛的瓦爾基麗貓
182	異星袋拳
183	CyberX
184	異星貴賓
185	豪豬教授
186	
187	
188	
189	
190	
191	
192	
193	
194	
195	
196	
197	南瓜狗仔
198	
199	
200	
201	
202	
203	
204	
205	披著水豚皮的水豚
206	戰鬥無尾熊球
207	燕梓南
208	小魷
209	羊駝背
210	善哉
211	寄生噴噴
212	暴走姆特貓
213	聖誕紅粥董
214	
215	
216	
217	
218	
219	
220	
221	
222	
223	
224	
225	
226	
227	
228	
229	
230	
231	
232	斷罪天使海蝶
233	
234	
235	鼴小龍
236	颶風旋風
237	
238	
239	
240	
241	
242	
243	
244	
245	
246	
247	
248	
249	
250	
251	
252	
253	
254	天使先生
255	大嘴武哥
256	必殺達也
257	吉娃娃伯爵
258	狗仔紅帽咪娜
259	
260	
261	天使野豬
262	
263	坑錢一族
264	
265	
266	小光
267	般若我王
268	
269	
270	
271	森蜜子
272	小噴噴
273	玫瑰園的魔女
274	零食的魔女
275	蓓蓓
276	箱的魔女
277	舞台裝置的魔女
278	丘比
279	
280	黑暗野豬
281	
282	促銷妹小雞
283	
284	不死狗仔
285	不死扭扭蛇
286	不死河馬將
287	不死豬野郎
288	不死企鵝大哥Z
289	不死大猩猩
290	不死斑海豹桑
291	不死袋拳
292	不死鱷魚
293	墓手太郎
294	不死旋風
295	
296	
297	
298	
299	
300	
301	
302	
303	墓手花子
304	不死大鯢
305	
306	澎湃猛獁
307	冰牆狗仔
308	
309	棺材狗
310	凹凸駝背
311	
312	
313	
314	
315	
316	犬武者 武藏
317	亡者肥普
318	海豚姑娘
319	
320	
321	
322	
323	
324	
325	
326	
327	
328	
329	
330	
331	復活節大鴨
332	
333	
334	
335	
336	黃金狗仔
337	金河馬將
338	
339	
340	炸烏賊天使
341	鼻涕蟲 1
